layer0_smarts,layer1_smarts,layer2_smarts,layer3_smarts,layer4_smarts
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[n+0,s,N+0,CH,CH0,c,Cl,o,S,F,O,NH2,NH,N+,N+0H0,C,CH3,CH2]):1:[#6](!=!@[N+0H0]):[#6](!=!@[NH2,NH,N+]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[O,NH2,NH,N+,C,N+0,CH,CH0,S,c,n+0,CH3,CH2,s,Cl,o,F,N+0H0]):1:[#6](:[o]):[#6](!=!@[S]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,S,n+0,CH3,CH2,s,o,F,O,N+0H0,NH2,NH,N+,C,Cl,N+0,CH,CH0]):1:[#6](!=@[O]):[#6](!=!:[c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[c,F,O,N+0H0,NH2,NH,N+,C,CH3,CH2,S,n+0,N+0,o,CH,CH0,s,Cl]):1:[#6](:[o]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,O,N+0,CH,CH0,c,n+0,Cl,o,F,S,NH2,NH,N+,N+0H0,C,CH3,CH2]):1:[#6](!=!@[CH3,CH2]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,Cl,o,F,S,NH2,NH,N+,N+0H0,O,C,CH3,CH2,s,N+0,CH,CH0]):1:[#6](!=!@[CH3,CH2]):[#6](:[n+0,CH3,CH2,c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,Cl,N+0,o,c,N+0H0]):1:[#6](!=@[C]):[#6](-[F]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,n+0,N+0,o,CH,CH0,c,CH3,CH2,O,s,Cl,F,N+0H0,NH2,NH,N+,C]):1:[#6](:[o]):[#6](:[n+0,CH3,CH2,c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,S,O,c,n+0,N+0H0,NH2,NH,N+,C,CH3,CH2,s,Cl,N+0,o,CH,CH0]):1:[#6](!=!@[NH2,NH,N+]):[#6](:[s]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,Cl,NH2,NH,N+,C,N+0,c,CH,CH0,n+0,CH3,CH2,O,s,o,F,N+0H0]):1:[#6](!=!@[NH2,NH,N+]):[#6](!=@[C]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,O,C,Cl,F,NH2,NH,N+]):1:[#6](:[c]):[#6](!=!:[c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[N+0,o,c,N+0H0,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,Cl]):1:[#6](!=@[C]):[#6](!=!@[S]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[Cl,c,o,F,S,O,NH2,NH,N+,N+0H0,C,CH3,CH2,n+0,s,N+0,CH,CH0]):1:[#6](!=!@[CH3,CH2]):[#6](!=!:[n+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,N+0H0,NH2,NH,N+,C,CH3,CH2,n+0,N+0,o,CH,CH0,c,S,s,Cl]):1:[#6](-[Cl]):[#6](!=!@[CH,CH0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0,c,Cl]):1:[#6](!=@[O]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,NH2,NH,N+,C,N+0,CH,CH0,S,n+0,CH3,CH2,s,Cl,o,c,N+0H0]):1:[#6](!=@[C]):[#6](!=@[C]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[Cl,c,F,O,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o,N+0H0]):1:[#6](-[Cl]):[#6](-[F]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[CH3,CH2,n+0,s,N+0,o,S,O,c,Cl,F,N+0H0,NH2,NH,N+,C,CH,CH0]):1:[#6](!=!@[O]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[c,F,O,NH2,NH,N+,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,N+0H0,C,Cl]):1:[#6](:[n+0]):[#6](-[Cl]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[N+0H0,O,c,Cl,F,NH2,NH,N+,C,CH,CH0,S,n+0,CH3,CH2,s,N+0,o]):1:[#6](:[c]):[#6](!=!@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[Cl,N+0,o,CH,CH0,F,S,c,n+0,CH3,CH2,O,s,N+0H0,NH2,NH,N+,C]):1:[#6](-[F]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[N+0,CH,CH0,F,c,n+0,CH3,CH2,Cl,s,o,S,O,N+0H0,C,NH2,NH,N+]):1:[#6](!=@[N+0]):[#6](-[Cl]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,O,s,S,N+0H0,NH2,NH,N+,C,Cl,CH3,CH2,N+0,o,CH,CH0,F]):1:[#6](-[F]):[#6](!=!:[n+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[CH,CH0,F,S,c,n+0,CH3,CH2,O,s,o,N+0H0,NH2,NH,N+,C,Cl,N+0]):1:[#6](-[F]):[#6](:[n+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,N+0H0,NH2,NH,N+,C,n+0,Cl,N+0,c,o,CH,CH0,F,O,CH3,CH2,s]):1:[#6](!=!@[NH2,NH,N+]):[#6](!=@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,F,O,N+0,o,S,c,n+0,Cl,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2]):1:[#6](:[c]):[#6](!=@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[N+0H0,O,c,n+0,Cl,F,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,s,N+0,o]):1:[#6](!=@[S]):[#6](!=@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,O,Cl,S,F,N+0H0,NH2,NH,N+,C,CH3,CH2,s,N+0,o,CH,CH0]):1:[#6](!=!:[c]):[#6](!=!@[CH3,CH2,c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,CH3,CH2,s,o,S,F,O,N+0H0,C,Cl,NH2,NH,N+,N+0,CH,CH0]):1:[#6](!=@[S]):[#6](:[o]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[O,N+0H0,NH2,NH,N+,C,S,n+0,N+0,o,CH,CH0,F,c,CH3,CH2,Cl,s]):1:[#6](!=!:[n+0]):[#6](:[s]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[CH,CH0,F,c,n+0,Cl,O,N+0H0,NH2,NH,N+,C,S,CH3,CH2,s,N+0,o]):1:[#6](!=!:[n+0]):[#6](!=!@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,CH3,CH2,s,S,F,O,N+0H0,NH2,NH,N+,C,Cl,N+0,o,CH,CH0]):1:[#6](!=!@[CH,CH0]):[#6](!=!@[CH3,CH2]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[NH2,NH,N+,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,N+0H0,O,C,Cl,F]):1:[#6](:[n+0]):[#6](!=!@[N+0H0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,CH3,CH2,O,s,S,o,N+0H0,C,Cl,NH2,NH,N+,N+0,CH,CH0,F]):1:[#6](!=!@[S]):[#6](!=!@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,N+0,o,S,N+0H0,O,c,Cl,F,NH2,NH,N+,C,CH,CH0,n+0,CH3,CH2]):1:[#6](-[Cl]):[#6](!=!@[S]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[Cl,NH2,NH,N+,N+0,CH,CH0,c,S,n+0,CH3,CH2,s,o,F,O,N+0H0,C]):1:[#6](!=!@[O]):[#6](!=@[C]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,Cl,o,F,O,N+0H0,S,NH2,NH,N+,C,N+0,c,CH,CH0,n+0,CH3,CH2]):1:[#6](!=!@[NH2,NH,N+]):[#6](!=!@[S]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[N+0,CH,CH0,c,n+0,Cl,o,S,F,O,NH2,NH,N+,N+0H0,C,CH3,CH2,s]):1:[#6](!=!@[N+0H0]):[#6](:[o]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,Cl,c,F,O,N+0H0,NH2,NH,N+,C,S,n+0,N+0,o,CH,CH0,CH3,CH2]):1:[#6](!=@[C]):[#6](:[s]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[NH2,NH,N+,N+0H0,N+0,O,S,n+0,CH3,CH2,s,o,CH,CH0,F,C,c,Cl]):1:[#6](:[s]):[#6](!=!@[N+0H0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[NH2,NH,N+,N+0H0,O,C,S,CH3,CH2,n+0,s,N+0,CH,CH0,c,Cl,o,F]):1:[#6](!=!@[CH3,CH2]):[#6](!=!@[CH,CH0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,N+0H0,C,Cl,S,c,NH2,NH,N+,N+0,CH,CH0,n+0,CH3,CH2,s,o]):1:[#6](!=@[S]):[#6](-[F]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[Cl,N+0,c,o,CH,CH0,F,S,n+0,CH3,CH2,O,s,N+0H0,NH2,NH,N+,C]):1:[#6](!=!@[NH2,NH,N+]):[#6](!=@[N+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,NH2,NH,N+,C,CH,CH0,S,CH3,CH2,n+0,s,Cl,N+0,o,c,N+0H0]):1:[#6](!=@[C]):[#6](!=!:[c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,Cl,NH2,NH,N+,N+0,CH,CH0,F,c,n+0,CH3,CH2,O,s,o,N+0H0,C]):1:[#6](!=!@[S]):[#6](!=!:[n+0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[O,N+0H0,c,S,NH2,NH,N+,C,CH,CH0,n+0,CH3,CH2,s,Cl,N+0,o,F]):1:[#6](!=!@[NH2,NH,N+]):[#6](!=!:[c]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!:[c,n+0,CH3,CH2,s,o,S,F,N+0H0,O,C,Cl,NH2,NH,N+,N+0,CH,CH0]):1:[#6](!=!@[CH,CH0]):[#6](!=!@[NH2,NH,N+]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=!@[N+0H0,NH2,NH,N+,O,C,Cl,n+0,N+0,o,CH,CH0,c,S,CH3,CH2,s,F]):1:[#6](-[Cl]):[#6](!=@[S]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,c,O,N+0H0,NH2,NH,N+,C,Cl,n+0,N+0,o,CH,CH0,F,CH3,CH2,s]):1:[#6](-[F]):[#6](-[Cl]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[O,NH2,NH,N+,N+0,CH,CH0,F,S,c,n+0,CH3,CH2,s,o,N+0H0,C,Cl]):1:[#6](!=!@[S]):[#6](-[Cl]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[N+0,o,c,CH,CH0,S,n+0,O,Cl,F,N+0H0,NH2,NH,N+,C,CH3,CH2,s]):1:[#6](:[o]):[#6](!=@[O]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](-[F,O,NH2,NH,N+,C,N+0,CH,CH0,S,n+0,CH3,CH2,s,o,N+0H0,c,Cl]):1:[#6](!=!@[O]):[#6](!=!@[CH,CH0]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,c,S,F,O,N+0H0,NH2,NH,N+,C,Cl,CH3,CH2,n+0,N+0,o,CH,CH0]):1:[#6](!=@[O]):[#6](!=@[C]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](:[s,c,N+0,o,S,F,O,n+0,Cl,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2]):1:[#6](!=@[N+0]):[#6](-[F]):[#6]([#1]):[#7+0]:1"
[a:1]:1:a:a:a:a:1,[a:1]:1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6](*):[#7+0]:1,[#7+0:1](*):1:[#6](*):[#6](*):[#6]([#1]):[#7+0]:1,"[#7+0:1](!=@[S,O,N+0H0,NH2,NH,N+,C,CH,CH0,CH3,CH2,n+0,s,Cl,N+0,o,c,F]):1:[#6](!=!@[S]):[#6](!=!@[NH2,NH,N+]):[#6]([#1]):[#7+0]:1"
